# PlayerID,PlayerName,PlayerPosition,TeamAbbName,TeamID,GP,MIN,FGM,FGA,FGP,TPM,TPA,TPP,FTM,FTA,FTP,RBO,RBD,RBT,AST,TO,STL,BLK,PF,PPG,TR
# LASTUPDATED: 2013/04/19 @ 14:01:49
# NOTE: Thank-you for supporting this site.
# COPYRIGHT: Copyright 2013 SPXStats.com
"# DISCLAIMER: This file is provided 'as is' with no warranties whatsoever, and is to be used for entertainment purposes only. By opening this file, you agree to our Terms of Service found at http://www.SportsInteractive.com/terms.asp."
# VERSION: 5.0
# ROWCOUNT: 469
# TRADECOUNT: 66
# SOURCECOUNT: 30
,Alexey Shved,,,,77,,,,37.2,,,29.5,,,72.0,,,,,,,,,8.6
,Josh Howard,,,,11,,,,40.3,,,31.3,,,58.3,,,,,,,,,6.7
,Brandon Roy,,,,5,,,,31.4,,,0.0,,,70.0,,,,,,,,,5.8
,Mickael Gelabale,,,,36,,,,51.8,,,30.8,,,87.5,,,,,,,,,5.0
,Malcolm Lee,,,,16,,,,38.2,,,33.3,,,60.0,,,,,,,,,4.9
,Greg Stiemsma,,,,76,,,,45.7,,,N/A,,,76.8,,,,,,,,,4.0
,Chris Johnson,,,,30,,,,64.0,,,N/A,,,61.8,,,,,,,,,3.9
,Lazar Hayward,,,,4,,,,20.0,,,0.0,,,100.0,,,,,,,,,2.5
,Will Conroy,,,,4,,,,0.0,,,0.0,,,50.0,,,,,,,,,0.3
,Eric Gordon,,,,42,,,,40.2,,,32.4,,,84.2,,,,,,,,,17.0
,Ryan Anderson,,,,81,,,,42.3,,,38.2,,,84.4,,,,,,,,,16.2
,Greivis Vasquez,,,,78,,,,43.3,,,34.2,,,80.5,,,,,,,,,13.9
,Anthony Davis,,,,64,,,,51.6,,,0.0,,,75.1,,,,,,,,,13.5
,Robin Lopez,,,,82,,,,53.4,,,N/A,,,77.8,,,,,,,,,11.3
,Jason Smith,,,,51,,,,49.0,,,0.0,,,84.3,,,,,,,,,8.2
,Al-Farouq Aminu,,,,76,,,,47.5,,,21.1,,,73.7,,,,,,,,,7.3
,Brian Roberts,,,,78,,,,41.7,,,38.6,,,90.9,,,,,,,,,7.1
,Austin Rivers,,,,61,,,,37.2,,,32.6,,,54.6,,,,,,,,,6.2
,Roger Mason,,,,69,,,,43.3,,,41.5,,,90.7,,,,,,,,,5.3
,Xavier Henry,,,,50,,,,41.0,,,36.4,,,63.0,,,,,,,,,3.9
,Donald Sloan,,,,23,,,,34.6,,,36.8,,,80.0,,,,,,,,,3.5
,Lance Thomas,,,,59,,,,50.0,,,N/A,,,72.9,,,,,,,,,2.5
,Darius Miller,,,,52,,,,40.7,,,39.3,,,100.0,,,,,,,,,2.3
,Henry Sims,,,,2,,,,66.7,,,N/A,,,N/A,,,,,,,,,2.0
,Louis Amundson,,,,39,,,,39.5,,,N/A,,,33.3,,,,,,,,,1.9
,Terrel Harris,,,,20,,,,14.8,,,0.0,,,70.0,,,,,,,,,0.8
,Carmelo Anthony,,,,67,,,,44.9,,,37.9,,,83.0,,,,,,,,,28.7
,J.R. Smith,,,,80,,,,42.2,,,35.6,,,76.2,,,,,,,,,18.1
,Amar'e Stoudemire,,,,29,,,,57.7,,,N/A,,,80.8,,,,,,,,,14.2
,Raymond Felton,,,,68,,,,42.7,,,36.0,,,78.9,,,,,,,,,13.9
,Tyson Chandler,,,,66,,,,63.8,,,N/A,,,69.4,,,,,,,,,10.4
,Chris Copeland,,,,56,,,,47.9,,,42.1,,,75.9,,,,,,,,,8.7
,Kenyon Martin,,,,18,,,,60.2,,,N/A,,,42.5,,,,,,,,,7.2
,Rasheed Wallace,,,,21,,,,38.7,,,31.9,,,70.0,,,,,,,,,7.0
,Iman Shumpert,,,,45,,,,39.6,,,40.2,,,76.6,,,,,,,,,6.8
,Steve Novak,,,,81,,,,41.4,,,42.5,,,90.9,,,,,,,,,6.6
,Jason Kidd,,,,76,,,,37.2,,,35.1,,,83.3,,,,,,,,,6.0
,Quentin Richardson,,,,1,,,,9.1,,,25.0,,,100.0,,,,,,,,,5.0
,Pablo Prigioni,,,,78,,,,45.5,,,39.6,,,88.0,,,,,,,,,3.5
,Earl Barron,,,,12,,,,35.3,,,N/A,,,42.9,,,,,,,,,3.3
,Kurt Thomas,,,,39,,,,54.2,,,100.0,,,46.2,,,,,,,,,2.5
,James White,,,,57,,,,43.1,,,34.1,,,57.9,,,,,,,,,2.2
,Marcus Camby,,,,24,,,,32.1,,,N/A,,,42.1,,,,,,,,,1.8
,Solomon Jones,,,,2,,,,0.0,,,N/A,,,N/A,,,,,,,,,0.0
,Kevin Durant,,,,81,,,,51.0,,,41.6,,,90.5,,,,,,,,,28.1
,Russell Westbrook,,,,82,,,,43.8,,,32.3,,,80.0,,,,,,,,,23.2
,Kevin Martin,,,,77,,,,45.0,,,42.6,,,89.0,,,,,,,,,14.0
,Serge Ibaka,,,,80,,,,57.3,,,35.1,,,74.9,,,,,,,,,13.2
,Thabo Sefolosha,,,,81,,,,48.1,,,41.9,,,82.6,,,,,,,,,7.6
,Reggie Jackson,,,,70,,,,45.8,,,23.1,,,83.9,,,,,,,,,5.3
,Derek Fisher,,,,33,,,,34.2,,,37.5,,,92.1,,,,,,,,,5.3
,Nick Collison,,,,81,,,,59.5,,,0.0,,,76.9,,,,,,,,,5.1
,Kendrick Perkins,,,,78,,,,45.7,,,0.0,,,61.1,,,,,,,,,4.2
,Jeremy Lamb,,,,23,,,,35.3,,,30.0,,,100.0,,,,,,,,,3.1
,Ronnie Brewer,,,,60,,,,35.4,,,30.3,,,41.0,,,,,,,,,3.0
,Daniel Orton,,,,13,,,,46.2,,,N/A,,,52.9,,,,,,,,,2.5
,Hasheem Thabeet,,,,66,,,,60.4,,,N/A,,,60.4,,,,,,,,,2.4
,Perry Jones,,,,38,,,,39.4,,,0.0,,,66.7,,,,,,,,,2.3
,DeAndre Liggins,,,,39,,,,44.7,,,36.8,,,50.0,,,,,,,,,1.5
,Arron Afflalo,,,,64,,,,43.9,,,30.0,,,85.7,,,,,,,,,16.5
,Glen Davis,,,,34,,,,44.8,,,0.0,,,71.8,,,,,,,,,15.1
,Jameer Nelson,,,,56,,,,39.2,,,34.1,,,87.3,,,,,,,,,14.7
,Nikola Vucevic,,,,77,,,,51.9,,,0.0,,,68.3,,,,,,,,,13.1
,Tobias Harris,,,,55,,,,45.5,,,31.5,,,75.2,,,,,,,,,11.0
,Beno Udrih,,,,66,,,,44.1,,,33.3,,,81.6,,,,,,,,,8.2
,Maurice Harkless,,,,76,,,,46.1,,,27.4,,,57.0,,,,,,,,,8.2
,E'Twaun Moore,,,,75,,,,39.6,,,34.0,,,79.7,,,,,,,,,7.8
,Andrew Nicholson,,,,75,,,,52.7,,,N/A,,,79.8,,,,,,,,,7.8
,Al Harrington,,,,10,,,,35.1,,,26.7,,,75.0,,,,,,,,,5.1
,Kyle O'Quinn,,,,57,,,,51.3,,,0.0,,,66.7,,,,,,,,,4.1
,DeQuan Jones,,,,63,,,,43.6,,,25.7,,,66.7,,,,,,,,,3.7
,Doron Lamb,,,,47,,,,36.8,,,37.8,,,58.8,,,,,,,,,3.3
,Hedo Turkoglu,,,,11,,,,26.4,,,4.2,,,50.0,,,,,,,,,2.9
,Jrue Holiday,,,,78,,,,43.1,,,36.8,,,75.2,,,,,,,,,17.7
,Thaddeus Young,,,,76,,,,53.1,,,12.5,,,57.4,,,,,,,,,14.8
,Evan Turner,,,,82,,,,41.9,,,36.5,,,74.0,,,,,,,,,13.3
,Spencer Hawes,,,,82,,,,46.4,,,35.6,,,77.7,,,,,,,,,11.0
,Nick Young,,,,59,,,,41.3,,,35.7,,,82.0,,,,,,,,,10.6
,Jason Richardson,,,,33,,,,40.2,,,34.1,,,60.6,,,,,,,,,10.5
,Dorell Wright,,,,79,,,,39.6,,,37.4,,,85.1,,,,,,,,,9.2
,Jeremy Pargo,,,,39,,,,39.6,,,33.8,,,67.7,,,,,,,,,6.8
,Damien Wilkins,,,,61,,,,45.9,,,33.3,,,74.3,,,,,,,,,6.4
,Lavoy Allen,,,,79,,,,45.4,,,0.0,,,71.7,,,,,,,,,5.8
,Justin Holiday,,,,9,,,,33.3,,,25.0,,,75.0,,,,,,,,,4.7
,Arnett Moultrie,,,,47,,,,58.2,,,N/A,,,64.3,,,,,,,,,3.7
,Royal Ivey,,,,53,,,,43.1,,,42.0,,,56.3,,,,,,,,,3.2
,Charles Jenkins,,,,59,,,,40.5,,,50.0,,,54.5,,,,,,,,,1.9
,Kwame Brown,,,,22,,,,45.9,,,N/A,,,36.8,,,,,,,,,1.9
,Goran Dragic,,,,77,,,,44.3,,,31.9,,,74.8,,,,,,,,,14.7
,Luis Scola,,,,82,,,,47.3,,,18.8,,,78.7,,,,,,,,,12.8
,Marcin Gortat,,,,61,,,,52.1,,,0.0,,,65.2,,,,,,,,,11.1
,Jared Dudley,,,,79,,,,46.8,,,39.1,,,79.6,,,,,,,,,10.9
,Shannon Brown,,,,59,,,,42.0,,,27.7,,,78.4,,,,,,,,,10.5
,Michael Beasley,,,,75,,,,40.5,,,31.3,,,74.6,,,,,,,,,10.1
,Jermaine O'Neal,,,,55,,,,48.2,,,N/A,,,83.5,,,,,,,,,8.3
,Markieff Morris,,,,82,,,,40.7,,,33.6,,,73.2,,,,,,,,,8.2
,Wes Johnson,,,,50,,,,40.7,,,32.3,,,77.1,,,,,,,,,8.0
,Marcus Morris,,,,77,,,,42.2,,,36.9,,,56.4,,,,,,,,,7.7
,P.J. Tucker,,,,79,,,,47.3,,,31.4,,,74.4,,,,,,,,,6.4
,Kendall Marshall,,,,48,,,,37.1,,,31.5,,,57.1,,,,,,,,,3.0
,Hamed Haddadi,,,,30,,,,42.7,,,N/A,,,51.9,,,,,,,,,2.8
,Diante Garrett,,,,19,,,,32.7,,,20.0,,,50.0,,,,,,,,,2.1
,Luke Zeller,,,,16,,,,34.6,,,20.0,,,N/A,,,,,,,,,1.2
,LaMarcus Aldridge,,,,74,,,,48.4,,,14.3,,,81.0,,,,,,,,,21.1
,Damian Lillard,,,,82,,,,42.9,,,36.8,,,84.4,,,,,,,,,19.0
,Wesley Matthews,,,,69,,,,43.6,,,39.8,,,79.7,,,,,,,,,14.8
,Nicolas Batum,,,,73,,,,42.3,,,37.2,,,84.8,,,,,,,,,14.3
,J.J. Hickson,,,,80,,,,56.2,,,0.0,,,67.9,,,,,,,,,12.7
,Meyers Leonard,,,,69,,,,54.5,,,42.9,,,80.9,,,,,,,,,5.5
,Eric Maynor,,,,64,,,,37.7,,,35.4,,,72.6,,,,,,,,,4.5
,Will Barton,,,,73,,,,38.2,,,13.8,,,76.9,,,,,,,,,4.0
,Luke Babbitt,,,,62,,,,36.8,,,34.8,,,76.9,,,,,,,,,3.9
,Victor Claver,,,,49,,,,39.2,,,28.7,,,46.7,,,,,,,,,3.8
,Nolan Smith,,,,40,,,,36.8,,,21.4,,,71.4,,,,,,,,,2.8
,Ronnie Price,,,,39,,,,32.5,,,25.6,,,70.8,,,,,,,,,2.7
,Sasha Pavlovic,,,,39,,,,35.3,,,30.0,,,16.7,,,,,,,,,2.6
,Joel Freeland,,,,51,,,,40.8,,,N/A,,,66.7,,,,,,,,,2.6
,Jared Jeffries,,,,38,,,,29.6,,,0.0,,,52.2,,,,,,,,,1.2
,DeMarcus Cousins,,,,75,,,,46.5,,,18.2,,,73.8,,,,,,,,,17.1
,Tyreke Evans,,,,65,,,,47.8,,,33.8,,,77.5,,,,,,,,,15.2
,Isaiah Thomas,,,,79,,,,44.0,,,35.8,,,88.2,,,,,,,,,13.9
,Marcus Thornton,,,,72,,,,42.9,,,37.2,,,88.1,,,,,,,,,12.7
,Jason Thompson,,,,82,,,,50.2,,,0.0,,,69.4,,,,,,,,,10.9
,Patrick Patterson,,,,71,,,,51.2,,,38.6,,,76.2,,,,,,,,,10.4
,John Salmons,,,,76,,,,39.9,,,37.1,,,77.3,,,,,,,,,8.8
,Toney Douglas,,,,71,,,,40.3,,,38.0,,,90.5,,,,,,,,,7.5
,Jimmer Fredette,,,,69,,,,42.1,,,41.7,,,85.9,,,,,,,,,7.2
,Travis Outlaw,,,,38,,,,41.8,,,28.0,,,73.1,,,,,,,,,5.3
,James Johnson,,,,54,,,,41.3,,,9.5,,,59.7,,,,,,,,,5.1
,Chuck Hayes,,,,74,,,,44.2,,,0.0,,,62.5,,,,,,,,,2.7
,Cole Aldrich,,,,45,,,,55.0,,,N/A,,,60.0,,,,,,,,,2.2
,Tyler Honeycutt,,,,9,,,,27.3,,,0.0,,,100.0,,,,,,,,,0.9
,Tony Parker,,,,66,,,,52.2,,,35.3,,,84.5,,,,,,,,,20.3
,Tim Duncan,,,,69,,,,50.2,,,28.6,,,81.7,,,,,,,,,17.8
,Kawhi Leonard,,,,58,,,,49.4,,,37.4,,,82.5,,,,,,,,,11.9
,Manu Ginobili,,,,60,,,,42.5,,,35.3,,,79.6,,,,,,,,,11.8
,Danny Green,,,,80,,,,44.8,,,42.9,,,84.8,,,,,,,,,10.5
,Tiago Splitter,,,,81,,,,56.0,,,0.0,,,73.0,,,,,,,,,10.3
,Gary Neal,,,,68,,,,41.2,,,35.5,,,86.5,,,,,,,,,9.5
,Stephen Jackson,,,,55,,,,37.3,,,27.1,,,70.0,,,,,,,,,6.2
,Boris Diaw,,,,75,,,,53.9,,,38.5,,,72.3,,,,,,,,,5.8
,DeJuan Blair,,,,61,,,,52.4,,,0.0,,,62.9,,,,,,,,,5.4
,Patrick Mills,,,,58,,,,46.9,,,40.0,,,84.2,,,,,,,,,5.1
,Cory Joseph,,,,28,,,,46.4,,,28.6,,,85.7,,,,,,,,,4.5
,Matt Bonner,,,,68,,,,48.7,,,44.2,,,73.3,,,,,,,,,4.2
,Nando De Colo,,,,72,,,,43.6,,,37.8,,,79.5,,,,,,,,,3.8
,Aron Baynes,,,,16,,,,50.0,,,0.0,,,58.3,,,,,,,,,2.7
,Rudy Gay,,,,75,,,,41.6,,,32.3,,,81.4,,,,,,,,,18.2
,DeMar DeRozan,,,,82,,,,44.5,,,28.3,,,83.1,,,,,,,,,18.1
,Andrea Bargnani,,,,35,,,,39.9,,,30.9,,,84.4,,,,,,,,,12.7
,Kyle Lowry,,,,68,,,,40.1,,,36.2,,,79.5,,,,,,,,,11.6
,Alan Anderson,,,,65,,,,38.3,,,33.3,,,85.7,,,,,,,,,10.7
,Amir Johnson,,,,81,,,,55.4,,,38.5,,,72.7,,,,,,,,,10.0
,Jonas Valanciunas,,,,62,,,,55.7,,,N/A,,,78.9,,,,,,,,,8.9
,Linas Kleiza,,,,20,,,,33.3,,,30.3,,,84.2,,,,,,,,,7.4
,Terrence Ross,,,,73,,,,40.7,,,33.2,,,71.4,,,,,,,,,6.4
,Sebastian Telfair,,,,59,,,,36.2,,,35.3,,,78.3,,,,,,,,,5.6
,John Lucas,,,,63,,,,38.6,,,37.7,,,72.0,,,,,,,,,5.3
,Mickael Pietrus,,,,19,,,,34.7,,,31.3,,,66.7,,,,,,,,,5.3
,Landry Fields,,,,51,,,,45.7,,,14.3,,,64.2,,,,,,,,,4.7
,Quincy Acy,,,,29,,,,56.0,,,50.0,,,81.6,,,,,,,,,4.0
,Aaron Gray,,,,42,,,,53.3,,,N/A,,,52.3,,,,,,,,,2.8
,Al Jefferson,,,,78,,,,49.4,,,11.8,,,77.0,,,,,,,,,17.8
,Paul Millsap,,,,78,,,,49.0,,,33.3,,,74.2,,,,,,,,,14.6
,Gordon Hayward,,,,72,,,,43.5,,,41.5,,,82.7,,,,,,,,,14.1
,Mo Williams,,,,46,,,,43.0,,,38.3,,,88.2,,,,,,,,,12.9
,Randy Foye,,,,82,,,,39.7,,,41.0,,,81.9,,,,,,,,,10.8
,Derrick Favors,,,,77,,,,48.2,,,0.0,,,68.8,,,,,,,,,9.4
,Marvin Williams,,,,73,,,,42.3,,,32.5,,,77.8,,,,,,,,,7.2
,Enes Kanter,,,,70,,,,54.4,,,100.0,,,79.5,,,,,,,,,7.2
,Alec Burks,,,,64,,,,42.0,,,35.9,,,71.3,,,,,,,,,7.0
,DeMarre Carroll,,,,66,,,,46.0,,,28.6,,,76.5,,,,,,,,,6.0
,Jamaal Tinsley,,,,66,,,,36.8,,,30.7,,,69.2,,,,,,,,,3.5
,Jeremy Evans,,,,37,,,,61.4,,,0.0,,,63.6,,,,,,,,,2.0
,Earl Watson,,,,48,,,,30.8,,,17.9,,,68.0,,,,,,,,,2.0
,Kevin Murphy,,,,17,,,,25.0,,,20.0,,,N/A,,,,,,,,,0.9
,John Wall,,,,49,,,,44.1,,,26.7,,,80.4,,,,,,,,,18.5
,Bradley Beal,,,,56,,,,41.0,,,38.6,,,78.6,,,,,,,,,13.9
,Nene Hilario,,,,61,,,,48.0,,,0.0,,,72.9,,,,,,,,,12.6
,Martell Webster,,,,76,,,,44.2,,,42.2,,,84.8,,,,,,,,,11.4
,Emeka Okafor,,,,79,,,,47.7,,,N/A,,,57.1,,,,,,,,,9.7
,Trevor Ariza,,,,56,,,,41.7,,,36.4,,,82.1,,,,,,,,,9.5
,Kevin Seraphin,,,,79,,,,46.1,,,N/A,,,69.3,,,,,,,,,9.1
,A.J. Price,,,,57,,,,39.0,,,35.0,,,79.0,,,,,,,,,7.7
,Cartier Martin,,,,41,,,,38.1,,,39.7,,,71.4,,,,,,,,,6.6
,Trevor Booker,,,,48,,,,49.1,,,0.0,,,55.6,,,,,,,,,5.3
,Garrett Temple,,,,51,,,,40.7,,,32.5,,,70.3,,,,,,,,,5.1
,Chris Singleton,,,,57,,,,38.2,,,19.4,,,57.1,,,,,,,,,4.1
,Jan Vesely,,,,50,,,,50.0,,,0.0,,,30.8,,,,,,,,,2.5
,Jason Collins,,,,38,,,,31.0,,,N/A,,,71.9,,,,,,,,,1.1
