Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2001-11-15,13.94,13.94,13.94,13.94
2001-11-16,13.96,13.96,13.96,13.96
2001-11-19,13.96,13.96,13.96,13.96
2001-11-20,13.95,13.95,13.95,13.95
2001-11-21,13.87,13.87,13.87,13.87
2001-11-22,13.91,13.91,13.91,13.91
2001-11-23,13.91,13.91,13.91,13.91
2001-11-26,13.94,13.94,13.94,13.94
2001-11-27,14.01,14.01,14.01,14.01
2001-11-28,13.98,13.98,13.98,13.98
2001-11-29,13.96,13.96,13.96,13.96
2001-11-30,13.93,13.93,13.93,13.93
2001-12-03,13.92,13.92,13.92,13.92
2001-12-04,13.97,13.97,13.97,13.97
2001-12-05,14,14,14,14
2001-12-06,14.02,14.02,14.02,14.02
2001-12-07,14.03,14.03,14.03,14.03
2001-12-10,13.97,13.97,13.97,13.97
2001-12-11,13.97,13.97,13.97,13.97
2001-12-12,13.97,13.97,13.97,13.97
2001-12-13,13.89,13.89,13.89,13.89
2001-12-14,13.87,13.87,13.87,13.87
2001-12-17,13.89,13.89,13.89,13.89
2001-12-18,13.97,13.97,13.97,13.97
2001-12-19,13.97,13.97,13.97,13.97
2001-12-20,13.98,13.98,13.98,13.98
2001-12-21,13.97,13.97,13.97,13.97
2001-12-24,13.98,13.98,13.98,13.98
2001-12-27,13.99,13.99,13.99,13.99
2001-12-28,14.01,14.01,14.01,14.01
2001-12-31,14.03,14.03,14.03,14.03
2002-01-02,14.02,14.02,14.02,14.02
2002-01-03,14.2,14.2,14.2,14.2
2002-01-04,14.33,14.33,14.33,14.33
2002-01-07,14.38,14.38,14.38,14.38
2002-01-08,14.37,14.37,14.37,14.37
2002-01-09,14.51,14.51,14.51,14.51
2002-01-10,14.46,14.46,14.46,14.46
2002-01-11,14.5,14.5,14.5,14.5
2002-01-14,14.43,14.43,14.43,14.43
2002-01-15,14.48,14.48,14.48,14.48
2002-01-16,14.54,14.54,14.54,14.54
2002-01-17,14.62,14.62,14.62,14.62
2002-01-18,14.61,14.61,14.61,14.61
2002-01-21,14.59,14.59,14.59,14.59
2002-01-22,14.72,14.72,14.72,14.72
2002-01-23,14.7,14.7,14.7,14.7
2002-01-24,14.73,14.73,14.73,14.73
2002-01-25,14.76,14.76,14.76,14.76
2002-01-28,14.65,14.65,14.65,14.65
2002-01-29,14.66,14.66,14.66,14.66
2002-01-30,14.61,14.61,14.61,14.61
2002-01-31,14.68,14.68,14.68,14.68
2002-02-01,14.66,14.66,14.66,14.66
2002-02-04,14.62,14.62,14.62,14.62
2002-02-05,14.54,14.54,14.54,14.54
2002-02-06,14.56,14.56,14.56,14.56
2002-02-07,14.5,14.5,14.5,14.5
2002-02-08,14.52,14.52,14.52,14.52
2002-02-11,14.56,14.56,14.56,14.56
2002-02-12,14.52,14.52,14.52,14.52
2002-02-13,14.55,14.55,14.55,14.55
2002-02-14,14.54,14.54,14.54,14.54
2002-02-15,14.54,14.54,14.54,14.54
2002-02-18,14.52,14.52,14.52,14.52
2002-02-19,14.49,14.49,14.49,14.49
2002-02-20,14.5,14.5,14.5,14.5
2002-02-21,14.47,14.47,14.47,14.47
2002-02-22,14.45,14.45,14.45,14.45
2002-02-25,14.51,14.51,14.51,14.51
2002-02-26,14.54,14.54,14.54,14.54
2002-02-27,14.55,14.55,14.55,14.55
2002-02-28,14.54,14.54,14.54,14.54
2002-03-01,14.58,14.58,14.58,14.58
2002-03-04,14.6,14.6,14.6,14.6
2002-03-05,14.57,14.57,14.57,14.57
2002-03-06,14.56,14.56,14.56,14.56
2002-03-07,14.61,14.61,14.61,14.61
2002-03-08,14.62,14.62,14.62,14.62
2002-03-11,14.58,14.58,14.58,14.58
2002-03-12,14.51,14.51,14.51,14.51
2002-03-13,14.54,14.54,14.54,14.54
2002-03-14,14.58,14.58,14.58,14.58
2002-03-15,14.57,14.57,14.57,14.57
2002-03-18,14.55,14.55,14.55,14.55
2002-03-19,14.52,14.52,14.52,14.52
2002-03-20,14.52,14.52,14.52,14.52
2002-03-21,14.53,14.53,14.53,14.53
2002-03-22,14.59,14.59,14.59,14.59
2002-03-25,14.53,14.53,14.53,14.53
2002-03-26,14.53,14.53,14.53,14.53
2002-03-27,14.58,14.58,14.58,14.58
2002-03-28,14.58,14.58,14.58,14.58
2002-03-29,14.58,14.58,14.58,14.58
2002-04-02,14.54,14.54,14.54,14.54
2002-04-03,14.52,14.52,14.52,14.52
2002-04-04,14.53,14.53,14.53,14.53
2002-04-05,14.59,14.59,14.59,14.59
2002-04-08,14.59,14.59,14.59,14.59
2002-04-09,14.66,14.66,14.66,14.66
2002-04-10,14.66,14.66,14.66,14.66
2002-04-11,14.64,14.64,14.64,14.64
2002-04-12,14.63,14.63,14.63,14.63
2002-04-15,14.68,14.68,14.68,14.68
2002-04-16,14.7,14.7,14.7,14.7
2002-04-17,14.67,14.67,14.67,14.67
2002-04-18,14.67,14.67,14.67,14.67
2002-04-19,14.64,14.64,14.64,14.64
2002-04-22,14.65,14.65,14.65,14.65
2002-04-23,14.68,14.68,14.68,14.68
2002-04-24,14.67,14.67,14.67,14.67
2002-04-25,14.69,14.69,14.69,14.69
2002-04-26,14.73,14.73,14.73,14.73
2002-04-29,14.76,14.76,14.76,14.76
2002-04-30,14.73,14.73,14.73,14.73
2002-05-02,14.68,14.68,14.68,14.68
2002-05-06,14.68,14.68,14.68,14.68
2002-05-07,14.65,14.65,14.65,14.65
2002-05-08,14.67,14.67,14.67,14.67
2002-05-09,14.68,14.68,14.68,14.68
2002-05-10,14.68,14.68,14.68,14.68
2002-05-13,14.68,14.68,14.68,14.68
2002-05-14,14.7,14.7,14.7,14.7
2002-05-15,14.72,14.72,14.72,14.72
2002-05-16,14.86,14.86,14.86,14.86
2002-05-17,14.92,14.92,14.92,14.92
2002-05-20,14.9,14.9,14.9,14.9
2002-05-21,14.93,14.93,14.93,14.93
2002-05-22,14.91,14.91,14.91,14.91
2002-05-23,14.92,14.92,14.92,14.92
2002-05-24,14.94,14.94,14.94,14.94
2002-05-27,15.01,15.01,15.01,15.01
2002-05-28,14.98,14.98,14.98,14.98
2002-05-29,15.03,15.03,15.03,15.03
2002-05-31,15,15,15,15
2002-06-03,15.09,15.09,15.09,15.09
2002-06-04,15.06,15.06,15.06,15.06
2002-06-05,15.06,15.06,15.06,15.06
2002-06-06,15.09,15.09,15.09,15.09
2002-06-07,15.05,15.05,15.05,15.05
2002-06-10,15.06,15.06,15.06,15.06
2002-06-11,15.07,15.07,15.07,15.07
2002-06-12,15.08,15.08,15.08,15.08
2002-06-13,15.06,15.06,15.06,15.06
2002-06-14,14.95,14.95,14.95,14.95
2002-06-17,14.97,14.97,14.97,14.97
2002-06-18,14.95,14.95,14.95,14.95
2002-06-19,14.92,14.92,14.92,14.92
2002-06-20,14.94,14.94,14.94,14.94
2002-06-21,15,15,15,15
2002-06-24,14.91,14.91,14.91,14.91
2002-06-25,14.87,14.87,14.87,14.87
2002-06-26,14.8,14.8,14.8,14.8
2002-06-27,14.84,14.84,14.84,14.84
2002-06-28,14.79,14.79,14.79,14.79
2002-07-01,14.78,14.78,14.78,14.78
2002-07-02,14.71,14.71,14.71,14.71
2002-07-03,14.68,14.68,14.68,14.68
2002-07-04,14.64,14.64,14.64,14.64
2002-07-05,14.69,14.69,14.69,14.69
2002-07-08,14.69,14.69,14.69,14.69
2002-07-09,14.71,14.71,14.71,14.71
2002-07-10,14.66,14.66,14.66,14.66
2002-07-11,14.58,14.58,14.58,14.58
2002-07-12,14.6,14.6,14.6,14.6
2002-07-15,14.57,14.57,14.57,14.57
2002-07-16,14.57,14.57,14.57,14.57
2002-07-17,14.68,14.68,14.68,14.68
2002-07-18,14.59,14.59,14.59,14.59
2002-07-19,14.5,14.5,14.5,14.5
2002-07-22,14.42,14.42,14.42,14.42
2002-07-23,14.46,14.46,14.46,14.46
2002-07-24,14.36,14.36,14.36,14.36
2002-07-25,14.31,14.31,14.31,14.31
2002-07-26,14.41,14.41,14.41,14.41
2002-07-29,14.41,14.41,14.41,14.41
2002-07-30,14.44,14.44,14.44,14.44
2002-07-31,14.47,14.47,14.47,14.47
2002-08-01,14.54,14.54,14.54,14.54
2002-08-02,14.52,14.52,14.52,14.52
2002-08-05,14.52,14.52,14.52,14.52
2002-08-06,14.54,14.54,14.54,14.54
2002-08-07,14.51,14.51,14.51,14.51
2002-08-08,14.5,14.5,14.5,14.5
2002-08-09,14.51,14.51,14.51,14.51
2002-08-12,14.5,14.5,14.5,14.5
2002-08-13,14.6,14.6,14.6,14.6
2002-08-14,14.58,14.58,14.58,14.58
2002-08-16,14.59,14.59,14.59,14.59
2002-08-19,14.59,14.59,14.59,14.59
2002-08-20,14.56,14.56,14.56,14.56
2002-08-21,14.73,14.73,14.73,14.73
2002-08-22,14.73,14.73,14.73,14.73
2002-08-23,14.75,14.75,14.75,14.75
2002-08-26,14.79,14.79,14.79,14.79
2002-08-27,14.91,14.91,14.91,14.91
2002-08-28,14.84,14.84,14.84,14.84
2002-08-29,14.81,14.81,14.81,14.81
2002-08-30,14.88,14.88,14.88,14.88
2002-09-02,14.89,14.89,14.89,14.89
2002-09-03,14.78,14.78,14.78,14.78
2002-09-04,14.77,14.77,14.77,14.77
2002-09-05,14.77,14.77,14.77,14.77
2002-09-06,14.86,14.86,14.86,14.86
2002-09-09,14.89,14.89,14.89,14.89
2002-09-10,14.94,14.94,14.94,14.94
2002-09-11,14.98,14.98,14.98,14.98
2002-09-12,14.92,14.92,14.92,14.92
2002-09-13,14.91,14.91,14.91,14.91
2002-09-16,14.95,14.95,14.95,14.95
2002-09-17,14.96,14.96,14.96,14.96
2002-09-18,14.9,14.9,14.9,14.9
2002-09-19,14.91,14.91,14.91,14.91
2002-09-20,14.95,14.95,14.95,14.95
2002-09-23,14.97,14.97,14.97,14.97
2002-09-24,14.89,14.89,14.89,14.89
2002-09-25,14.97,14.97,14.97,14.97
2002-09-26,14.96,14.96,14.96,14.96
2002-09-27,14.97,14.97,14.97,14.97
2002-09-30,14.95,14.95,14.95,14.95
2002-10-01,14.94,14.94,14.94,14.94
2002-10-02,14.95,14.95,14.95,14.95
2002-10-03,14.97,14.97,14.97,14.97
2002-10-04,14.95,14.95,14.95,14.95
2002-10-07,14.92,14.92,14.92,14.92
2002-10-08,14.92,14.92,14.92,14.92
2002-10-09,14.96,14.96,14.96,14.96
2002-10-10,15.01,15.01,15.01,15.01
2002-10-11,15.09,15.09,15.09,15.09
2002-10-14,15.12,15.12,15.12,15.12
2002-10-15,15.2,15.2,15.2,15.2
2002-10-16,15.17,15.17,15.17,15.17
2002-10-17,15.17,15.17,15.17,15.17
2002-10-18,15.26,15.26,15.26,15.26
2002-10-21,15.28,15.28,15.28,15.28
2002-10-22,15.32,15.32,15.32,15.32
2002-10-23,15.33,15.33,15.33,15.33
2002-10-24,15.35,15.35,15.35,15.35
2002-10-25,15.35,15.35,15.35,15.35
2002-10-28,15.47,15.47,15.47,15.47
2002-10-29,15.48,15.48,15.48,15.48
2002-10-30,15.49,15.49,15.49,15.49
2002-10-31,15.52,15.52,15.52,15.52
2002-11-04,15.56,15.56,15.56,15.56
2002-11-05,15.51,15.51,15.51,15.51
2002-11-06,15.46,15.46,15.46,15.46
2002-11-07,15.47,15.47,15.47,15.47
2002-11-08,15.49,15.49,15.49,15.49
2002-11-12,15.52,15.52,15.52,15.52
2002-11-13,15.52,15.52,15.52,15.52
2002-11-14,15.55,15.55,15.55,15.55
2002-11-15,15.52,15.52,15.52,15.52
2002-11-18,15.56,15.56,15.56,15.56
2002-11-19,15.62,15.62,15.62,15.62
2002-11-20,15.65,15.65,15.65,15.65
2002-11-21,15.76,15.76,15.76,15.76
2002-11-22,15.78,15.78,15.78,15.78
2002-11-25,15.89,15.89,15.89,15.89
2002-11-26,15.86,15.86,15.86,15.86
2002-11-27,15.88,15.88,15.88,15.88
2002-11-28,15.8,15.8,15.8,15.8
2002-11-29,15.8,15.8,15.8,15.8
2002-12-02,15.9,15.9,15.9,15.9
2002-12-03,15.9,15.9,15.9,15.9
2002-12-04,15.84,15.84,15.84,15.84
2002-12-05,15.88,15.88,15.88,15.88
2002-12-06,15.86,15.86,15.86,15.86
2002-12-09,15.88,15.88,15.88,15.88
2002-12-10,15.8,15.8,15.8,15.8
2002-12-11,15.77,15.77,15.77,15.77
2002-12-12,15.81,15.81,15.81,15.81
2002-12-13,15.82,15.82,15.82,15.82
2002-12-16,15.84,15.84,15.84,15.84
2002-12-17,15.81,15.81,15.81,15.81
2002-12-18,15.73,15.73,15.73,15.73
2002-12-19,15.71,15.71,15.71,15.71
2002-12-20,15.69,15.69,15.69,15.69
2002-12-23,15.75,15.75,15.75,15.75
2002-12-24,15.75,15.75,15.75,15.75
2002-12-27,15.82,15.82,15.82,15.82
2002-12-30,15.83,15.83,15.83,15.83
2002-12-31,15.84,15.84,15.84,15.84
2003-01-02,15.85,15.85,15.85,15.85
2003-01-03,15.97,15.97,15.97,15.97
2003-01-06,15.98,15.98,15.98,15.98
2003-01-07,15.99,15.99,15.99,15.99
2003-01-08,15.96,15.96,15.96,15.96
2003-01-09,15.96,15.96,15.96,15.96
2003-01-10,15.97,15.97,15.97,15.97
2003-01-13,16.07,16.07,16.07,16.07
2003-01-14,16.04,16.04,16.04,16.04
2003-01-15,16.05,16.05,16.05,16.05
2003-01-16,15.99,15.99,15.99,15.99
2003-01-17,15.94,15.94,15.94,15.94
2003-01-20,15.93,15.93,15.93,15.93
2003-01-21,15.9,15.9,15.9,15.9
2003-01-22,15.85,15.85,15.85,15.85
2003-01-23,15.87,15.87,15.87,15.87
2003-01-24,15.79,15.79,15.79,15.79
2003-01-27,15.74,15.74,15.74,15.74
2003-01-28,15.75,15.75,15.75,15.75
2003-01-29,15.76,15.76,15.76,15.76
2003-01-30,15.7,15.7,15.7,15.7
2003-01-31,15.7,15.7,15.7,15.7
2003-02-03,15.77,15.77,15.77,15.77
2003-02-04,15.7,15.7,15.7,15.7
2003-02-05,15.69,15.69,15.69,15.69
2003-02-06,15.63,15.63,15.63,15.63
2003-02-07,15.66,15.66,15.66,15.66
2003-02-10,15.69,15.69,15.69,15.69
2003-02-11,15.72,15.72,15.72,15.72
2003-02-12,15.67,15.67,15.67,15.67
2003-02-13,15.7,15.7,15.7,15.7
2003-02-14,15.7,15.7,15.7,15.7
2003-02-17,15.77,15.77,15.77,15.77
2003-02-18,15.77,15.77,15.77,15.77
2003-02-19,15.76,15.76,15.76,15.76
2003-02-20,15.8,15.8,15.8,15.8
2003-02-21,15.79,15.79,15.79,15.79
2003-02-24,15.77,15.77,15.77,15.77
2003-02-25,15.72,15.72,15.72,15.72
2003-02-26,15.73,15.73,15.73,15.73
2003-02-27,15.76,15.76,15.76,15.76
2003-02-28,15.77,15.77,15.77,15.77
2003-03-03,15.74,15.74,15.74,15.74
2003-03-04,15.68,15.68,15.68,15.68
2003-03-05,15.69,15.69,15.69,15.69
2003-03-06,15.69,15.69,15.69,15.69
2003-03-07,15.74,15.74,15.74,15.74
2003-03-10,15.86,15.86,15.86,15.86
2003-03-11,15.83,15.83,15.83,15.83
2003-03-12,15.79,15.79,15.79,15.79
2003-03-13,15.82,15.82,15.82,15.82
2003-03-14,15.8,15.8,15.8,15.8
2003-03-17,15.74,15.74,15.74,15.74
2003-03-18,15.8,15.8,15.8,15.8
2003-03-19,15.79,15.79,15.79,15.79
2003-03-20,15.8,15.8,15.8,15.8
2003-03-21,15.87,15.87,15.87,15.87
2003-03-24,15.87,15.87,15.87,15.87
2003-03-25,15.86,15.86,15.86,15.86
2003-03-26,15.88,15.88,15.88,15.88
2003-03-27,15.87,15.87,15.87,15.87
2003-03-28,15.83,15.83,15.83,15.83
2003-03-31,15.83,15.83,15.83,15.83
2003-04-01,15.83,15.83,15.83,15.83
2003-04-02,15.87,15.87,15.87,15.87
2003-04-03,15.94,15.94,15.94,15.94
2003-04-04,15.95,15.95,15.95,15.95
2003-04-07,16.03,16.03,16.03,16.03
2003-04-08,16.01,16.01,16.01,16.01
2003-04-09,16.02,16.02,16.02,16.02
2003-04-10,15.99,15.99,15.99,15.99
2003-04-11,15.98,15.98,15.98,15.98
2003-04-14,15.93,15.93,15.93,15.93
2003-04-15,15.93,15.93,15.93,15.93
2003-04-16,15.92,15.92,15.92,15.92
2003-04-17,15.96,15.96,15.96,15.96
2003-04-18,15.97,15.97,15.97,15.97
2003-04-22,15.99,15.99,15.99,15.99
2003-04-23,16.03,16.03,16.03,16.03
2003-04-24,16,16,16,16
2003-04-25,16.03,16.03,16.03,16.03
2003-04-28,16.07,16.07,16.07,16.07
2003-04-29,16.07,16.07,16.07,16.07
2003-04-30,16.07,16.07,16.07,16.07
2003-05-02,16.12,16.12,16.12,16.12
2003-05-05,16.18,16.18,16.18,16.18
2003-05-06,16.2,16.2,16.2,16.2
2003-05-07,16.16,16.16,16.16,16.16
2003-05-08,16.19,16.19,16.19,16.19
2003-05-09,16.22,16.22,16.22,16.22
2003-05-12,16.25,16.25,16.25,16.25
2003-05-13,16.23,16.23,16.23,16.23
2003-05-14,16.33,16.33,16.33,16.33
2003-05-15,16.31,16.31,16.31,16.31
2003-05-16,16.3,16.3,16.3,16.3
2003-05-19,16.29,16.29,16.29,16.29
2003-05-20,16.3,16.3,16.3,16.3
2003-05-21,16.33,16.33,16.33,16.33
2003-05-22,16.35,16.35,16.35,16.35
2003-05-23,16.38,16.38,16.38,16.38
2003-05-26,16.4,16.4,16.4,16.4
2003-05-27,16.37,16.37,16.37,16.37
2003-05-28,16.4,16.4,16.4,16.4
2003-05-29,16.41,16.41,16.41,16.41
2003-05-30,16.47,16.47,16.47,16.47
2003-06-02,16.45,16.45,16.45,16.45
2003-06-03,16.49,16.49,16.49,16.49
2003-06-04,16.53,16.53,16.53,16.53
2003-06-05,16.53,16.53,16.53,16.53
2003-06-06,16.57,16.57,16.57,16.57
2003-06-09,16.54,16.54,16.54,16.54
2003-06-10,16.5,16.5,16.5,16.5
2003-06-11,16.53,16.53,16.53,16.53
2003-06-12,16.56,16.56,16.56,16.56
2003-06-13,16.55,16.55,16.55,16.55
2003-06-16,16.57,16.57,16.57,16.57
2003-06-17,16.6,16.6,16.6,16.6
2003-06-18,16.65,16.65,16.65,16.65
2003-06-20,16.67,16.67,16.67,16.67
2003-06-23,16.65,16.65,16.65,16.65
2003-06-24,16.62,16.62,16.62,16.62
2003-06-25,16.67,16.67,16.67,16.67
2003-06-26,16.67,16.67,16.67,16.67
2003-06-27,16.66,16.66,16.66,16.66
2003-06-30,16.67,16.67,16.67,16.67
2003-07-01,16.61,16.61,16.61,16.61
2003-07-02,16.66,16.66,16.66,16.66
2003-07-03,16.68,16.68,16.68,16.68
2003-07-04,16.75,16.75,16.75,16.75
2003-07-07,16.9,16.9,16.9,16.9
2003-07-08,16.85,16.85,16.85,16.85
2003-07-09,16.91,16.91,16.91,16.91
2003-07-10,16.95,16.95,16.95,16.95
2003-07-11,16.97,16.97,16.97,16.97
2003-07-14,17.07,17.07,17.07,17.07
2003-07-15,17.03,17.03,17.03,17.03
2003-07-16,16.98,16.98,16.98,16.98
2003-07-17,16.97,16.97,16.97,16.97
2003-07-18,16.97,16.97,16.97,16.97
2003-07-21,17,17,17,17
2003-07-22,16.95,16.95,16.95,16.95
2003-07-23,16.87,16.87,16.87,16.87
2003-07-24,16.88,16.88,16.88,16.88
2003-07-25,16.89,16.89,16.89,16.89
2003-07-28,17.01,17.01,17.01,17.01
2003-07-29,17.01,17.01,17.01,17.01
2003-07-30,16.97,16.97,16.97,16.97
2003-07-31,17.01,17.01,17.01,17.01
2003-08-01,16.98,16.98,16.98,16.98
2003-08-04,16.94,16.94,16.94,16.94
2003-08-05,16.95,16.95,16.95,16.95
2003-08-06,16.94,16.94,16.94,16.94
2003-08-07,17.08,17.08,17.08,17.08
2003-08-08,17.08,17.08,17.08,17.08
2003-08-11,17.15,17.15,17.15,17.15
2003-08-12,17.24,17.24,17.24,17.24
2003-08-13,17.23,17.23,17.23,17.23
2003-08-14,17.3,17.3,17.3,17.3
2003-08-18,17.34,17.34,17.34,17.34
2003-08-19,17.32,17.32,17.32,17.32
2003-08-20,17.31,17.31,17.31,17.31
2003-08-21,17.43,17.43,17.43,17.43
2003-08-22,17.59,17.59,17.59,17.59
2003-08-25,17.6,17.6,17.6,17.6
2003-08-26,17.69,17.69,17.69,17.69
2003-08-27,17.7,17.7,17.7,17.7
2003-08-28,17.65,17.65,17.65,17.65
2003-08-29,17.77,17.77,17.77,17.77
2003-09-01,17.95,17.95,17.95,17.95
2003-09-02,17.9,17.9,17.9,17.9
2003-09-03,17.82,17.82,17.82,17.82
2003-09-04,17.68,17.68,17.68,17.68
2003-09-05,17.56,17.56,17.56,17.56
2003-09-08,17.56,17.56,17.56,17.56
2003-09-09,17.47,17.47,17.47,17.47
2003-09-10,17.36,17.36,17.36,17.36
2003-09-11,17.4,17.4,17.4,17.4
2003-09-12,17.33,17.33,17.33,17.33
2003-09-15,17.33,17.33,17.33,17.33
2003-09-16,17.44,17.44,17.44,17.44
2003-09-17,17.41,17.41,17.41,17.41
2003-09-18,17.39,17.39,17.39,17.39
2003-09-19,17.4,17.4,17.4,17.4
2003-09-22,17.27,17.27,17.27,17.27
2003-09-23,17.3,17.3,17.3,17.3
2003-09-24,17.32,17.32,17.32,17.32
2003-09-25,17.31,17.31,17.31,17.31
2003-09-26,17.34,17.34,17.34,17.34
2003-09-29,17.3,17.3,17.3,17.3
2003-09-30,17.17,17.17,17.17,17.17
2003-10-01,17.18,17.18,17.18,17.18
2003-10-02,17.26,17.26,17.26,17.26
2003-10-03,17.31,17.31,17.31,17.31
2003-10-06,17.48,17.48,17.48,17.48
2003-10-07,17.47,17.47,17.47,17.47
2003-10-08,17.57,17.57,17.57,17.57
2003-10-09,17.64,17.64,17.64,17.64
2003-10-10,17.65,17.65,17.65,17.65
2003-10-13,17.61,17.61,17.61,17.61
2003-10-14,17.71,17.71,17.71,17.71
2003-10-15,17.78,17.78,17.78,17.78
2003-10-16,17.61,17.61,17.61,17.61
2003-10-17,17.55,17.55,17.55,17.55
2003-10-20,17.48,17.48,17.48,17.48
2003-10-21,17.36,17.36,17.36,17.36
2003-10-22,17.3,17.3,17.3,17.3
2003-10-23,17.29,17.29,17.29,17.29
2003-10-24,17.19,17.19,17.19,17.19
2003-10-27,17.12,17.12,17.12,17.12
2003-10-28,17.31,17.31,17.31,17.31
2003-10-29,17.27,17.27,17.27,17.27
2003-10-30,17.29,17.29,17.29,17.29
2003-10-31,17.2,17.2,17.2,17.2
2003-11-03,17.24,17.24,17.24,17.24
2003-11-04,17.16,17.16,17.16,17.16
2003-11-05,17.2,17.2,17.2,17.2
2003-11-06,17.3,17.3,17.3,17.3
2003-11-07,17.28,17.28,17.28,17.28
2003-11-10,17.31,17.31,17.31,17.31
2003-11-12,17.22,17.22,17.22,17.22
2003-11-13,17.23,17.23,17.23,17.23
2003-11-14,17.25,17.25,17.25,17.25
2003-11-17,17.11,17.11,17.11,17.11
2003-11-18,17.06,17.06,17.06,17.06
2003-11-19,16.97,16.97,16.97,16.97
2003-11-20,16.78,16.78,16.78,16.78
2003-11-21,16.85,16.85,16.85,16.85
2003-11-24,16.88,16.88,16.88,16.88
2003-11-25,16.74,16.74,16.74,16.74
2003-11-26,16.75,16.75,16.75,16.75
2003-11-27,16.8,16.8,16.8,16.8
2003-11-28,16.76,16.76,16.76,16.76
2003-12-01,16.98,16.98,16.98,16.98
2003-12-02,16.95,16.95,16.95,16.95
2003-12-03,16.98,16.98,16.98,16.98
2003-12-04,16.92,16.92,16.92,16.92
2003-12-05,16.94,16.94,16.94,16.94
2003-12-08,17.06,17.06,17.06,17.06
2003-12-09,17.15,17.15,17.15,17.15
2003-12-10,17.17,17.17,17.17,17.17
2003-12-11,17.23,17.23,17.23,17.23
2003-12-12,17.33,17.33,17.33,17.33
2003-12-15,17.33,17.33,17.33,17.33
2003-12-16,17.33,17.33,17.33,17.33
2003-12-17,17.29,17.29,17.29,17.29
2003-12-18,17.35,17.35,17.35,17.35
2003-12-19,17.35,17.35,17.35,17.35
2003-12-22,17.37,17.37,17.37,17.37
2003-12-23,17.46,17.46,17.46,17.46
2003-12-29,17.46,17.46,17.46,17.46
2003-12-30,17.44,17.44,17.44,17.44
2003-12-31,17.44,17.44,17.44,17.44
2004-01-02,17.57,17.57,17.57,17.57
2004-01-05,17.76,17.76,17.76,17.76
2004-01-06,17.74,17.74,17.74,17.74
2004-01-07,17.78,17.78,17.78,17.78
2004-01-08,17.8,17.8,17.8,17.8
2004-01-09,17.77,17.77,17.77,17.77
2004-01-12,17.83,17.83,17.83,17.83
2004-01-13,17.91,17.91,17.91,17.91
2004-01-14,17.75,17.75,17.75,17.75
2004-01-15,17.76,17.76,17.76,17.76
2004-01-16,17.72,17.72,17.72,17.72
2004-01-19,17.76,17.76,17.76,17.76
2004-01-20,17.8,17.8,17.8,17.8
2004-01-21,17.78,17.78,17.78,17.78
2004-01-22,17.84,17.84,17.84,17.84
2004-01-23,17.86,17.86,17.86,17.86
2004-01-26,17.87,17.87,17.87,17.87
2004-01-27,17.85,17.85,17.85,17.85
2004-01-28,17.68,17.68,17.68,17.68
2004-01-29,17.65,17.65,17.65,17.65
2004-01-30,17.69,17.69,17.69,17.69
2004-02-02,17.78,17.78,17.78,17.78
2004-02-03,17.75,17.75,17.75,17.75
2004-02-04,17.78,17.78,17.78,17.78
2004-02-05,17.77,17.77,17.77,17.77
2004-02-06,17.83,17.83,17.83,17.83
2004-02-09,17.98,17.98,17.98,17.98
2004-02-10,18.07,18.07,18.07,18.07
2004-02-11,18.04,18.04,18.04,18.04
2004-02-12,18.09,18.09,18.09,18.09
2004-02-13,18.09,18.09,18.09,18.09
2004-02-16,18.13,18.13,18.13,18.13
2004-02-17,18.17,18.17,18.17,18.17
2004-02-18,18.16,18.16,18.16,18.16
2004-02-19,18.08,18.08,18.08,18.08
2004-02-20,18.11,18.11,18.11,18.11
2004-02-23,18.07,18.07,18.07,18.07
2004-02-24,17.93,17.93,17.93,17.93
2004-02-25,17.94,17.94,17.94,17.94
2004-02-26,17.96,17.96,17.96,17.96
2004-02-27,18.12,18.12,18.12,18.12
2004-03-01,18.26,18.26,18.26,18.26
2004-03-02,18.25,18.25,18.25,18.25
2004-03-03,18.2,18.2,18.2,18.2
2004-03-04,18.18,18.18,18.18,18.18
2004-03-05,18.24,18.24,18.24,18.24
2004-03-08,18.38,18.38,18.38,18.38
2004-03-09,18.27,18.27,18.27,18.27
2004-03-10,18.28,18.28,18.28,18.28
2004-03-11,18.17,18.17,18.17,18.17
2004-03-12,18.21,18.21,18.21,18.21
2004-03-15,18.11,18.11,18.11,18.11
2004-03-16,18.15,18.15,18.15,18.15
2004-03-17,18.2,18.2,18.2,18.2
2004-03-18,18.11,18.11,18.11,18.11
2004-03-19,18.07,18.07,18.07,18.07
2004-03-22,18.05,18.05,18.05,18.05
2004-03-23,18.13,18.13,18.13,18.13
2004-03-24,18.11,18.11,18.11,18.11
2004-03-25,18.2,18.2,18.2,18.2
2004-03-26,18.2,18.2,18.2,18.2
2004-03-29,18.25,18.25,18.25,18.25
2004-03-30,18.3,18.3,18.3,18.3
2004-03-31,18.25,18.25,18.25,18.25
2004-04-01,18.24,18.24,18.24,18.24
2004-04-02,18.35,18.35,18.35,18.35
2004-04-05,18.38,18.38,18.38,18.38
2004-04-06,18.39,18.39,18.39,18.39
2004-04-07,18.36,18.36,18.36,18.36
2004-04-08,18.4,18.4,18.4,18.4
2004-04-13,18.53,18.53,18.53,18.53
2004-04-14,18.46,18.46,18.46,18.46
2004-04-15,18.47,18.47,18.47,18.47
2004-04-16,18.46,18.46,18.46,18.46
2004-04-19,18.43,18.43,18.43,18.43
