Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2004-04-20,18.48,18.48,18.48,18.48
2004-04-21,18.48,18.48,18.48,18.48
2004-04-22,18.31,18.31,18.31,18.31
2004-04-23,18.37,18.37,18.37,18.37
2004-04-26,18.35,18.35,18.35,18.35
2004-04-27,18.33,18.33,18.33,18.33
2004-04-28,18.34,18.34,18.34,18.34
2004-04-29,18.21,18.21,18.21,18.21
2004-04-30,18.24,18.24,18.24,18.24
2004-05-04,18.32,18.32,18.32,18.32
2004-05-05,18.26,18.26,18.26,18.26
2004-05-06,18.16,18.16,18.16,18.16
2004-05-07,18.11,18.11,18.11,18.11
2004-05-10,17.91,17.91,17.91,17.91
2004-05-11,17.83,17.83,17.83,17.83
2004-05-17,17.88,17.88,17.88,17.88
2004-05-18,17.98,17.98,17.98,17.98
2004-05-19,18.04,18.04,18.04,18.04
2004-05-20,18.01,18.01,18.01,18.01
2004-05-21,18.02,18.02,18.02,18.02
2004-05-24,18.01,18.01,18.01,18.01
2004-05-25,17.9,17.9,17.9,17.9
2004-05-26,17.98,17.98,17.98,17.98
2004-05-27,18.06,18.06,18.06,18.06
2004-05-31,18.1,18.1,18.1,18.1
2004-06-01,18.06,18.06,18.06,18.06
2004-06-02,18.13,18.13,18.13,18.13
2004-06-03,18.1,18.1,18.1,18.1
2004-06-04,18.1,18.1,18.1,18.1
2004-06-07,18.14,18.14,18.14,18.14
2004-06-08,18.18,18.18,18.18,18.18
2004-06-09,18.11,18.11,18.11,18.11
2004-06-11,18.11,18.11,18.11,18.11
2004-06-15,18.05,18.05,18.05,18.05
2004-06-16,18.1,18.1,18.1,18.1
2004-06-17,18.08,18.08,18.08,18.08
2004-06-18,18.1,18.1,18.1,18.1
2004-06-21,18.13,18.13,18.13,18.13
2004-06-22,18.18,18.18,18.18,18.18
2004-06-23,18.23,18.23,18.23,18.23
2004-06-24,18.27,18.27,18.27,18.27
2004-06-25,18.26,18.26,18.26,18.26
2004-06-28,18.3,18.3,18.3,18.3
2004-06-29,18.3,18.3,18.3,18.3
2004-06-30,18.33,18.33,18.33,18.33
2004-07-01,18.3,18.3,18.3,18.3
2004-07-02,18.27,18.27,18.27,18.27
2004-07-05,18.29,18.29,18.29,18.29
2004-07-06,18.26,18.26,18.26,18.26
2004-07-07,18.28,18.28,18.28,18.28
2004-07-08,18.29,18.29,18.29,18.29
2004-07-09,18.28,18.28,18.28,18.28
2004-07-12,18.27,18.27,18.27,18.27
2004-07-13,18.21,18.21,18.21,18.21
2004-07-14,18.18,18.18,18.18,18.18
2004-07-15,18.12,18.12,18.12,18.12
2004-07-16,18.14,18.14,18.14,18.14
2004-07-19,18.21,18.21,18.21,18.21
2004-07-20,18.24,18.24,18.24,18.24
2004-07-21,18.31,18.31,18.31,18.31
2004-07-22,18.28,18.28,18.28,18.28
2004-07-23,18.3,18.3,18.3,18.3
2004-07-26,18.32,18.32,18.32,18.32
2004-07-27,18.29,18.29,18.29,18.29
2004-07-28,18.28,18.28,18.28,18.28
2004-07-29,18.26,18.26,18.26,18.26
2004-07-30,18.28,18.28,18.28,18.28
2004-08-02,18.27,18.27,18.27,18.27
2004-08-03,18.3,18.3,18.3,18.3
2004-08-04,18.32,18.32,18.32,18.32
2004-08-05,18.35,18.35,18.35,18.35
2004-08-06,18.34,18.34,18.34,18.34
2004-08-09,18.26,18.26,18.26,18.26
2004-08-10,18.3,18.3,18.3,18.3
2004-08-11,18.23,18.23,18.23,18.23
2004-08-12,18.22,18.22,18.22,18.22
2004-08-13,18.24,18.24,18.24,18.24
2004-08-16,18.26,18.26,18.26,18.26
2004-08-17,18.33,18.33,18.33,18.33
2004-08-18,18.4,18.4,18.4,18.4
2004-08-19,18.4,18.4,18.4,18.4
2004-08-20,18.42,18.42,18.42,18.42
2004-08-23,18.44,18.44,18.44,18.44
2004-08-24,18.48,18.48,18.48,18.48
2004-08-25,18.48,18.48,18.48,18.48
2004-08-26,18.42,18.42,18.42,18.42
2004-08-27,18.45,18.45,18.45,18.45
2004-08-30,18.47,18.47,18.47,18.47
2004-08-31,18.49,18.49,18.49,18.49
2004-09-01,18.5,18.5,18.5,18.5
2004-09-02,18.54,18.54,18.54,18.54
2004-09-03,18.54,18.54,18.54,18.54
2004-09-06,18.54,18.54,18.54,18.54
2004-09-07,18.63,18.63,18.63,18.63
2004-09-08,18.68,18.68,18.68,18.68
2004-09-09,18.65,18.65,18.65,18.65
2004-09-10,18.69,18.69,18.69,18.69
2004-09-13,18.72,18.72,18.72,18.72
2004-09-14,18.73,18.73,18.73,18.73
2004-09-15,18.75,18.75,18.75,18.75
2004-09-16,18.8,18.8,18.8,18.8
2004-09-17,18.87,18.87,18.87,18.87
2004-09-20,18.84,18.84,18.84,18.84
2004-09-21,18.87,18.87,18.87,18.87
2004-09-22,18.83,18.83,18.83,18.83
2004-09-23,18.81,18.81,18.81,18.81
2004-09-24,18.78,18.78,18.78,18.78
2004-09-27,18.79,18.79,18.79,18.79
2004-09-28,18.84,18.84,18.84,18.84
2004-09-29,18.89,18.89,18.89,18.89
2004-09-30,18.93,18.93,18.93,18.93
2004-10-01,18.9,18.9,18.9,18.9
2004-10-04,19,19,19,19
2004-10-05,19.05,19.05,19.05,19.05
2004-10-06,19,19,19,19
2004-10-07,19,19,19,19
2004-10-08,18.99,18.99,18.99,18.99
2004-10-11,18.96,18.96,18.96,18.96
2004-10-12,18.93,18.93,18.93,18.93
2004-10-13,18.86,18.86,18.86,18.86
2004-10-14,18.83,18.83,18.83,18.83
2004-10-15,18.85,18.85,18.85,18.85
2004-10-18,18.83,18.83,18.83,18.83
2004-10-19,18.89,18.89,18.89,18.89
2004-10-20,18.89,18.89,18.89,18.89
2004-10-21,18.9,18.9,18.9,18.9
2004-10-22,18.94,18.94,18.94,18.94
2004-10-25,18.88,18.88,18.88,18.88
2004-10-26,18.87,18.87,18.87,18.87
2004-10-27,18.91,18.91,18.91,18.91
2004-10-28,18.94,18.94,18.94,18.94
2004-10-29,19,19,19,19
2004-11-02,19.1,19.1,19.1,19.1
2004-11-03,19.08,19.08,19.08,19.08
2004-11-04,19.07,19.07,19.07,19.07
2004-11-05,19.05,19.05,19.05,19.05
2004-11-08,19.05,19.05,19.05,19.05
2004-11-09,19.07,19.07,19.07,19.07
2004-11-10,19.23,19.23,19.23,19.23
2004-11-12,19.35,19.35,19.35,19.35
2004-11-15,19.29,19.29,19.29,19.29
2004-11-16,19.2,19.2,19.2,19.2
2004-11-17,19.24,19.24,19.24,19.24
2004-11-18,19.25,19.25,19.25,19.25
2004-11-19,19.26,19.26,19.26,19.26
2004-11-22,19.22,19.22,19.22,19.22
2004-11-23,19.2,19.2,19.2,19.2
2004-11-24,19.2,19.2,19.2,19.2
2004-11-25,19.25,19.25,19.25,19.25
2004-11-26,19.28,19.28,19.28,19.28
2004-11-29,19.29,19.29,19.29,19.29
2004-11-30,19.3,19.3,19.3,19.3
2004-12-01,19.36,19.36,19.36,19.36
2004-12-02,19.51,19.51,19.51,19.51
2004-12-03,19.55,19.55,19.55,19.55
2004-12-06,19.55,19.55,19.55,19.55
2004-12-07,19.58,19.58,19.58,19.58
2004-12-08,19.57,19.57,19.57,19.57
2004-12-09,19.54,19.54,19.54,19.54
2004-12-10,19.54,19.54,19.54,19.54
2004-12-13,19.52,19.52,19.52,19.52
2004-12-14,19.55,19.55,19.55,19.55
2004-12-15,19.56,19.56,19.56,19.56
2004-12-16,19.62,19.62,19.62,19.62
2004-12-17,19.68,19.68,19.68,19.68
2004-12-20,19.78,19.78,19.78,19.78
2004-12-21,19.8,19.8,19.8,19.8
2004-12-22,19.79,19.79,19.79,19.79
2004-12-23,19.75,19.75,19.75,19.75
2004-12-24,19.73,19.73,19.73,19.73
2004-12-27,19.77,19.77,19.77,19.77
2004-12-28,19.76,19.76,19.76,19.76
2004-12-29,19.83,19.83,19.83,19.83
2004-12-30,19.89,19.89,19.89,19.89
2004-12-31,19.92,19.92,19.92,19.92
2005-01-03,19.97,19.97,19.97,19.97
2005-01-04,19.9,19.9,19.9,19.9
2005-01-05,19.79,19.79,19.79,19.79
2005-01-06,19.69,19.69,19.69,19.69
2005-01-07,19.67,19.67,19.67,19.67
2005-01-10,19.65,19.65,19.65,19.65
2005-01-11,19.65,19.65,19.65,19.65
2005-01-12,19.64,19.64,19.64,19.64
2005-01-13,19.64,19.64,19.64,19.64
2005-01-14,19.59,19.59,19.59,19.59
2005-01-17,19.62,19.62,19.62,19.62
2005-01-18,19.52,19.52,19.52,19.52
2005-01-19,19.5,19.5,19.5,19.5
2005-01-20,19.5,19.5,19.5,19.5
2005-01-21,19.49,19.49,19.49,19.49
2005-01-24,19.49,19.49,19.49,19.49
2005-01-25,19.59,19.59,19.59,19.59
2005-01-26,19.61,19.61,19.61,19.61
2005-01-27,19.65,19.65,19.65,19.65
2005-01-28,19.71,19.71,19.71,19.71
2005-01-31,19.76,19.76,19.76,19.76
2005-02-01,19.84,19.84,19.84,19.84
2005-02-02,19.84,19.84,19.84,19.84
2005-02-03,19.87,19.87,19.87,19.87
2005-02-04,19.95,19.95,19.95,19.95
2005-02-07,20.06,20.06,20.06,20.06
2005-02-08,20.07,20.07,20.07,20.07
2005-02-09,20.04,20.04,20.04,20.04
2005-02-10,20.1,20.1,20.1,20.1
2005-02-11,20.1,20.1,20.1,20.1
2005-02-14,20.12,20.12,20.12,20.12
2005-02-15,20.12,20.12,20.12,20.12
2005-02-16,20.32,20.32,20.32,20.32
2005-02-17,20.44,20.44,20.44,20.44
2005-02-18,20.46,20.46,20.46,20.46
2005-02-21,20.47,20.47,20.47,20.47
2005-02-22,20.46,20.46,20.46,20.46
2005-02-23,20.44,20.44,20.44,20.44
2005-02-24,20.51,20.51,20.51,20.51
2005-02-25,20.68,20.68,20.68,20.68
2005-02-28,20.68,20.68,20.68,20.68
2005-03-01,20.59,20.59,20.59,20.59
2005-03-02,20.47,20.47,20.47,20.47
2005-03-03,20.46,20.46,20.46,20.46
2005-03-04,20.51,20.51,20.51,20.51
2005-03-07,20.6,20.6,20.6,20.6
2005-03-08,20.59,20.59,20.59,20.59
2005-03-09,20.66,20.66,20.66,20.66
2005-03-10,20.58,20.58,20.58,20.58
2005-03-11,20.58,20.58,20.58,20.58
2005-03-14,20.43,20.43,20.43,20.43
2005-03-15,20.43,20.43,20.43,20.43
2005-03-16,20.24,20.24,20.24,20.24
2005-03-17,20.19,20.19,20.19,20.19
2005-03-18,20.28,20.28,20.28,20.28
2005-03-21,20.2,20.2,20.2,20.2
2005-03-22,20.25,20.25,20.25,20.25
2005-03-23,20.24,20.24,20.24,20.24
2005-03-24,20.3,20.3,20.3,20.3
2005-03-29,20.26,20.26,20.26,20.26
2005-03-30,20.34,20.34,20.34,20.34
2005-03-31,20.43,20.43,20.43,20.43
2005-04-01,20.45,20.45,20.45,20.45
2005-04-04,20.42,20.42,20.42,20.42
2005-04-05,20.47,20.47,20.47,20.47
2005-04-06,20.5,20.5,20.5,20.5
2005-04-07,20.47,20.47,20.47,20.47
2005-04-11,20.45,20.45,20.45,20.45
2005-04-12,20.46,20.46,20.46,20.46
2005-04-13,20.46,20.46,20.46,20.46
2005-04-14,20.38,20.38,20.38,20.38
2005-04-15,20.32,20.32,20.32,20.32
2005-04-18,20.22,20.22,20.22,20.22
2005-04-19,20.23,20.23,20.23,20.23
2005-04-20,20.2,20.2,20.2,20.2
2005-04-21,20.22,20.22,20.22,20.22
2005-04-22,20.29,20.29,20.29,20.29
2005-04-25,20.3,20.3,20.3,20.3
2005-04-26,20.27,20.27,20.27,20.27
2005-04-27,20.16,20.16,20.16,20.16
2005-04-28,20.1,20.1,20.1,20.1
2005-04-29,20.1,20.1,20.1,20.1
2005-05-02,20.12,20.12,20.12,20.12
2005-05-04,20.15,20.15,20.15,20.15
2005-05-05,20.18,20.18,20.18,20.18
2005-05-06,20.15,20.15,20.15,20.15
2005-05-09,20.17,20.17,20.17,20.17
2005-05-10,20.11,20.11,20.11,20.11
2005-05-11,20.1,20.1,20.1,20.1
2005-05-13,20.12,20.12,20.12,20.12
2005-05-16,20.11,20.11,20.11,20.11
2005-05-17,20.12,20.12,20.12,20.12
2005-05-18,20.22,20.22,20.22,20.22
2005-05-19,20.31,20.31,20.31,20.31
2005-05-20,20.35,20.35,20.35,20.35
2005-05-23,20.34,20.34,20.34,20.34
2005-05-24,20.33,20.33,20.33,20.33
2005-05-25,20.33,20.33,20.33,20.33
2005-05-27,20.41,20.41,20.41,20.41
2005-05-30,20.45,20.45,20.45,20.45
2005-05-31,20.5,20.5,20.5,20.5
2005-06-01,20.5,20.5,20.5,20.5
2005-06-02,20.55,20.55,20.55,20.55
2005-06-03,20.59,20.59,20.59,20.59
2005-06-06,20.64,20.64,20.64,20.64
2005-06-07,20.69,20.69,20.69,20.69
2005-06-08,20.71,20.71,20.71,20.71
2005-06-09,20.71,20.71,20.71,20.71
2005-06-10,20.76,20.76,20.76,20.76
2005-06-13,20.76,20.76,20.76,20.76
2005-06-14,20.72,20.72,20.72,20.72
2005-06-15,20.75,20.75,20.75,20.75
2005-06-16,20.79,20.79,20.79,20.79
2005-06-17,20.85,20.85,20.85,20.85
2005-06-20,20.87,20.87,20.87,20.87
2005-06-21,20.87,20.87,20.87,20.87
2005-06-22,20.96,20.96,20.96,20.96
2005-06-23,20.99,20.99,20.99,20.99
2005-06-24,20.93,20.93,20.93,20.93
2005-06-27,20.91,20.91,20.91,20.91
2005-06-28,20.95,20.95,20.95,20.95
2005-06-29,21.03,21.03,21.03,21.03
2005-06-30,21.07,21.07,21.07,21.07
2005-07-01,21.14,21.14,21.14,21.14
2005-07-04,21.22,21.22,21.22,21.22
2005-07-05,21.26,21.26,21.26,21.26
2005-07-06,21.25,21.25,21.25,21.25
2005-07-07,21.16,21.16,21.16,21.16
2005-07-08,21.24,21.24,21.24,21.24
2005-07-11,21.24,21.24,21.24,21.24
2005-07-12,21.29,21.29,21.29,21.29
2005-07-13,21.33,21.33,21.33,21.33
2005-07-14,21.36,21.36,21.36,21.36
2005-07-15,21.38,21.38,21.38,21.38
2005-07-18,21.34,21.34,21.34,21.34
2005-07-19,21.3,21.3,21.3,21.3
2005-07-20,21.32,21.32,21.32,21.32
2005-07-21,21.31,21.31,21.31,21.31
2005-07-22,21.23,21.23,21.23,21.23
2005-07-25,21.26,21.26,21.26,21.26
2005-07-26,21.29,21.29,21.29,21.29
2005-07-27,21.34,21.34,21.34,21.34
2005-07-28,21.41,21.41,21.41,21.41
2005-07-29,21.48,21.48,21.48,21.48
2005-08-01,21.49,21.49,21.49,21.49
2005-08-02,21.62,21.62,21.62,21.62
2005-08-03,21.59,21.59,21.59,21.59
2005-08-04,21.56,21.56,21.56,21.56
2005-08-05,21.61,21.61,21.61,21.61
2005-08-08,21.66,21.66,21.66,21.66
2005-08-09,21.68,21.68,21.68,21.68
2005-08-10,21.68,21.68,21.68,21.68
2005-08-11,21.63,21.63,21.63,21.63
2005-08-12,21.59,21.59,21.59,21.59
2005-08-16,21.65,21.65,21.65,21.65
2005-08-17,21.62,21.62,21.62,21.62
2005-08-18,21.56,21.56,21.56,21.56
2005-08-19,21.54,21.54,21.54,21.54
2005-08-22,21.58,21.58,21.58,21.58
2005-08-23,21.58,21.58,21.58,21.58
2005-08-24,21.63,21.63,21.63,21.63
2005-08-25,21.6,21.6,21.6,21.6
2005-08-26,21.64,21.64,21.64,21.64
2005-08-29,21.69,21.69,21.69,21.69
2005-08-30,21.79,21.79,21.79,21.79
2005-08-31,21.83,21.83,21.83,21.83
2005-09-01,21.93,21.93,21.93,21.93
2005-09-02,21.98,21.98,21.98,21.98
2005-09-05,21.96,21.96,21.96,21.96
2005-09-06,21.94,21.94,21.94,21.94
2005-09-07,21.96,21.96,21.96,21.96
2005-09-08,21.95,21.95,21.95,21.95
2005-09-09,22,22,22,22
2005-09-12,22.03,22.03,22.03,22.03
2005-09-13,22.1,22.1,22.1,22.1
2005-09-14,22.05,22.05,22.05,22.05
2005-09-15,22.16,22.16,22.16,22.16
2005-09-16,22.28,22.28,22.28,22.28
2005-09-19,22.39,22.39,22.39,22.39
2005-09-20,22.45,22.45,22.45,22.45
2005-09-21,22.39,22.39,22.39,22.39
2005-09-22,22.39,22.39,22.39,22.39
2005-09-23,22.36,22.36,22.36,22.36
2005-09-26,22.36,22.36,22.36,22.36
2005-09-27,22.46,22.46,22.46,22.46
2005-09-28,22.42,22.42,22.42,22.42
2005-09-29,22.36,22.36,22.36,22.36
2005-09-30,22.4,22.4,22.4,22.4
2005-10-03,22.46,22.46,22.46,22.46
2005-10-04,22.49,22.49,22.49,22.49
2005-10-05,22.42,22.42,22.42,22.42
2005-10-06,22.21,22.21,22.21,22.21
2005-10-07,22.16,22.16,22.16,22.16
2005-10-10,22.21,22.21,22.21,22.21
2005-10-11,22.26,22.26,22.26,22.26
2005-10-12,22.22,22.22,22.22,22.22
2005-10-13,22.01,22.01,22.01,22.01
2005-10-14,21.89,21.89,21.89,21.89
2005-10-17,21.98,21.98,21.98,21.98
2005-10-18,21.98,21.98,21.98,21.98
2005-10-19,21.82,21.82,21.82,21.82
2005-10-20,21.89,21.89,21.89,21.89
2005-10-21,21.92,21.92,21.92,21.92
2005-10-24,21.94,21.94,21.94,21.94
2005-10-25,21.98,21.98,21.98,21.98
2005-10-26,21.97,21.97,21.97,21.97
2005-10-27,21.77,21.77,21.77,21.77
2005-10-28,21.74,21.74,21.74,21.74
2005-10-31,21.91,21.91,21.91,21.91
2005-11-02,22.01,22.01,22.01,22.01
2005-11-03,22.09,22.09,22.09,22.09
2005-11-04,22.07,22.07,22.07,22.07
2005-11-07,21.99,21.99,21.99,21.99
2005-11-08,21.97,21.97,21.97,21.97
2005-11-09,21.99,21.99,21.99,21.99
2005-11-10,21.98,21.98,21.98,21.98
2005-11-14,22.06,22.06,22.06,22.06
2005-11-15,22.05,22.05,22.05,22.05
2005-11-16,22.06,22.06,22.06,22.06
2005-11-17,22.14,22.14,22.14,22.14
2005-11-18,22.16,22.16,22.16,22.16
2005-11-21,22.11,22.11,22.11,22.11
2005-11-22,22.09,22.09,22.09,22.09
2005-11-23,22.11,22.11,22.11,22.11
2005-11-24,22.14,22.14,22.14,22.14
2005-11-25,22.12,22.12,22.12,22.12
2005-11-28,22.18,22.18,22.18,22.18
2005-11-29,22.12,22.12,22.12,22.12
2005-11-30,22.15,22.15,22.15,22.15
2005-12-01,22.2,22.2,22.2,22.2
2005-12-02,22.25,22.25,22.25,22.25
2005-12-05,22.27,22.27,22.27,22.27
2005-12-06,22.23,22.23,22.23,22.23
2005-12-07,22.25,22.25,22.25,22.25
2005-12-08,22.25,22.25,22.25,22.25
2005-12-09,22.23,22.23,22.23,22.23
2005-12-12,22.28,22.28,22.28,22.28
2005-12-13,22.28,22.28,22.28,22.28
2005-12-14,22.33,22.33,22.33,22.33
2005-12-15,22.38,22.38,22.38,22.38
2005-12-16,22.36,22.36,22.36,22.36
2005-12-19,22.39,22.39,22.39,22.39
2005-12-20,22.46,22.46,22.46,22.46
2005-12-21,22.52,22.52,22.52,22.52
2005-12-22,22.54,22.54,22.54,22.54
2005-12-23,22.6,22.6,22.6,22.6
2005-12-27,22.66,22.66,22.66,22.66
2005-12-28,22.63,22.63,22.63,22.63
2005-12-29,22.63,22.63,22.63,22.63
2005-12-30,22.59,22.59,22.59,22.59
2006-01-02,22.59,22.59,22.59,22.59
2006-01-03,22.81,22.81,22.81,22.81
2006-01-04,22.97,22.97,22.97,22.97
2006-01-05,23.02,23.02,23.02,23.02
2006-01-06,23.06,23.06,23.06,23.06
2006-01-09,23.16,23.16,23.16,23.16
2006-01-10,23.03,23.03,23.03,23.03
2006-01-11,23.13,23.13,23.13,23.13
2006-01-12,23.12,23.12,23.12,23.12
2006-01-13,23.06,23.06,23.06,23.06
2006-01-16,23.11,23.11,23.11,23.11
2006-01-17,23.15,23.15,23.15,23.15
2006-01-18,23.04,23.04,23.04,23.04
2006-01-19,23.23,23.23,23.23,23.23
2006-01-20,23.33,23.33,23.33,23.33
2006-01-23,23.27,23.27,23.27,23.27
2006-01-24,23.34,23.34,23.34,23.34
2006-01-25,23.39,23.39,23.39,23.39
2006-01-26,23.35,23.35,23.35,23.35
2006-01-27,23.29,23.29,23.29,23.29
2006-01-30,23.27,23.27,23.27,23.27
2006-01-31,23.18,23.18,23.18,23.18
2006-02-01,23.11,23.11,23.11,23.11
2006-02-02,23.14,23.14,23.14,23.14
2006-02-03,23.01,23.01,23.01,23.01
2006-02-06,23.11,23.11,23.11,23.11
2006-02-07,23.18,23.18,23.18,23.18
2006-02-08,23.19,23.19,23.19,23.19
2006-02-09,23.26,23.26,23.26,23.26
2006-02-10,23.21,23.21,23.21,23.21
2006-02-13,23.17,23.17,23.17,23.17
2006-02-14,23.21,23.21,23.21,23.21
2006-02-15,23.26,23.26,23.26,23.26
2006-02-16,23.27,23.27,23.27,23.27
2006-02-17,23.37,23.37,23.37,23.37
2006-02-20,23.54,23.54,23.54,23.54
2006-02-21,23.58,23.58,23.58,23.58
2006-02-22,23.56,23.56,23.56,23.56
2006-02-23,23.54,23.54,23.54,23.54
2006-02-24,23.61,23.61,23.61,23.61
2006-02-27,23.76,23.76,23.76,23.76
2006-02-28,23.65,23.65,23.65,23.65
2006-03-01,23.63,23.63,23.63,23.63
2006-03-02,23.7,23.7,23.7,23.7
2006-03-03,23.64,23.64,23.64,23.64
2006-03-06,23.67,23.67,23.67,23.67
2006-03-07,23.5,23.5,23.5,23.5
2006-03-08,23.36,23.36,23.36,23.36
2006-03-09,23.37,23.37,23.37,23.37
2006-03-10,23.33,23.33,23.33,23.33
2006-03-13,23.37,23.37,23.37,23.37
2006-03-14,23.37,23.37,23.37,23.37
2006-03-15,23.5,23.5,23.5,23.5
2006-03-16,23.66,23.66,23.66,23.66
2006-03-17,23.8,23.8,23.8,23.8
2006-03-20,23.77,23.77,23.77,23.77
2006-03-21,23.71,23.71,23.71,23.71
2006-03-22,23.64,23.64,23.64,23.64
2006-03-23,23.76,23.76,23.76,23.76
2006-03-27,23.87,23.87,23.87,23.87
2006-03-28,23.82,23.82,23.82,23.82
2006-03-29,23.67,23.67,23.67,23.67
2006-03-30,23.81,23.81,23.81,23.81
2006-03-31,23.8,23.8,23.8,23.8
2006-04-03,23.89,23.89,23.89,23.89
2006-04-04,23.89,23.89,23.89,23.89
2006-04-05,23.93,23.93,23.93,23.93
2006-04-06,23.95,23.95,23.95,23.95
2006-04-07,24.07,24.07,24.07,24.07
2006-04-10,24.05,24.05,24.05,24.05
2006-04-11,24.01,24.01,24.01,24.01
2006-04-12,24.01,24.01,24.01,24.01
2006-04-13,24.08,24.08,24.08,24.08
2006-04-18,24.19,24.19,24.19,24.19
2006-04-19,24.24,24.24,24.24,24.24
2006-04-20,24.26,24.26,24.26,24.26
2006-04-21,24.34,24.34,24.34,24.34
2006-04-24,24.42,24.42,24.42,24.42
2006-04-25,24.37,24.37,24.37,24.37
2006-04-26,24.39,24.39,24.39,24.39
2006-04-27,24.29,24.29,24.29,24.29
2006-04-28,24.27,24.27,24.27,24.27
2006-05-02,24.31,24.31,24.31,24.31
2006-05-04,24.36,24.36,24.36,24.36
2006-05-05,24.45,24.45,24.45,24.45
2006-05-08,24.5,24.5,24.5,24.5
2006-05-09,24.45,24.45,24.45,24.45
2006-05-10,24.43,24.43,24.43,24.43
2006-05-11,24.53,24.53,24.53,24.53
2006-05-12,24.48,24.48,24.48,24.48
2006-05-15,24.28,24.28,24.28,24.28
2006-05-16,24.21,24.21,24.21,24.21
2006-05-17,24.24,24.24,24.24,24.24
2006-05-18,24.06,24.06,24.06,24.06
2006-05-19,24.06,24.06,24.06,24.06
2006-05-22,23.79,23.79,23.79,23.79
2006-05-23,23.5,23.5,23.5,23.5
2006-05-24,23.53,23.53,23.53,23.53
2006-05-25,23.43,23.43,23.43,23.43
2006-05-26,23.65,23.65,23.65,23.65
2006-05-29,23.67,23.67,23.67,23.67
2006-05-30,23.54,23.54,23.54,23.54
2006-05-31,23.52,23.52,23.52,23.52
2006-06-01,23.56,23.56,23.56,23.56
2006-06-02,23.74,23.74,23.74,23.74
2006-06-05,23.79,23.79,23.79,23.79
2006-06-06,23.67,23.67,23.67,23.67
2006-06-07,23.62,23.62,23.62,23.62
2006-06-08,23.45,23.45,23.45,23.45
2006-06-09,23.4,23.4,23.4,23.4
2006-06-12,23.18,23.18,23.18,23.18
2006-06-13,22.78,22.78,22.78,22.78
2006-06-14,22.79,22.79,22.79,22.79
2006-06-16,23,23,23,23
2006-06-19,22.95,22.95,22.95,22.95
2006-06-20,23,23,23,23
2006-06-21,22.95,22.95,22.95,22.95
2006-06-22,23.03,23.03,23.03,23.03
2006-06-23,22.89,22.89,22.89,22.89
2006-06-26,23,23,23,23
2006-06-27,23.26,23.26,23.26,23.26
2006-06-28,23.37,23.37,23.37,23.37
2006-06-29,23.45,23.45,23.45,23.45
2006-07-03,23.6,23.6,23.6,23.6
2006-07-04,23.67,23.67,23.67,23.67
2006-07-05,23.64,23.64,23.64,23.64
2006-07-06,23.71,23.71,23.71,23.71
2006-07-07,23.9,23.9,23.9,23.9
2006-07-10,23.93,23.93,23.93,23.93
2006-07-11,23.97,23.97,23.97,23.97
2006-07-12,24.06,24.06,24.06,24.06
2006-07-13,23.89,23.89,23.89,23.89
2006-07-14,23.8,23.8,23.8,23.8
2006-07-17,23.8,23.8,23.8,23.8
2006-07-18,23.89,23.89,23.89,23.89
2006-07-19,23.93,23.93,23.93,23.93
2006-07-20,24.18,24.18,24.18,24.18
2006-07-21,24.19,24.19,24.19,24.19
2006-07-24,24.24,24.24,24.24,24.24
2006-07-25,24.35,24.35,24.35,24.35
2006-07-26,24.34,24.34,24.34,24.34
2006-07-27,24.53,24.53,24.53,24.53
2006-07-28,24.59,24.59,24.59,24.59
2006-07-31,24.63,24.63,24.63,24.63
2006-08-01,24.56,24.56,24.56,24.56
2006-08-02,24.4,24.4,24.4,24.4
2006-08-03,24.26,24.26,24.26,24.26
2006-08-04,24.28,24.28,24.28,24.28
2006-08-07,24.26,24.26,24.26,24.26
2006-08-08,24.28,24.28,24.28,24.28
2006-08-09,24.35,24.35,24.35,24.35
2006-08-10,24.32,24.32,24.32,24.32
2006-08-11,24.21,24.21,24.21,24.21
2006-08-14,24.15,24.15,24.15,24.15
2006-08-16,24.21,24.21,24.21,24.21
2006-08-17,24.18,24.18,24.18,24.18
2006-08-18,24.12,24.12,24.12,24.12
2006-08-21,24.18,24.18,24.18,24.18
2006-08-22,24.2,24.2,24.2,24.2
2006-08-23,24.21,24.21,24.21,24.21
2006-08-24,24.14,24.14,24.14,24.14
2006-08-25,24.06,24.06,24.06,24.06
2006-08-28,24.01,24.01,24.01,24.01
2006-08-29,24.15,24.15,24.15,24.15
2006-08-30,24.25,24.25,24.25,24.25
2006-08-31,24.28,24.28,24.28,24.28
2006-09-01,24.23,24.23,24.23,24.23
2006-09-04,24.38,24.38,24.38,24.38
2006-09-05,24.46,24.46,24.46,24.46
2006-09-06,24.43,24.43,24.43,24.43
2006-09-07,24.36,24.36,24.36,24.36
2006-09-08,24.37,24.37,24.37,24.37
2006-09-11,24.3,24.3,24.3,24.3
2006-09-12,24.36,24.36,24.36,24.36
2006-09-13,24.52,24.52,24.52,24.52
2006-09-14,24.54,24.54,24.54,24.54
2006-09-15,24.49,24.49,24.49,24.49
2006-09-18,24.64,24.64,24.64,24.64
2006-09-19,24.61,24.61,24.61,24.61
2006-09-20,24.55,24.55,24.55,24.55
2006-09-21,24.55,24.55,24.55,24.55
2006-09-22,24.48,24.48,24.48,24.48
2006-09-25,24.57,24.57,24.57,24.57
2006-09-26,24.61,24.61,24.61,24.61
2006-09-27,24.56,24.56,24.56,24.56
